,title,year,genre,country,avg_vote,budget,worlwide_gross_income
38237,Foodfight!,2011,"Animation, Action, Adventure",USA,1.5,65000000,120141
42183,In My Sleep,2010,"Drama, Mystery, Thriller",USA,5.5,1000000,30158
43614,La preda perfetta,2014,"Action, Crime, Drama",USA,6.5,28000000,58834384
43822,Jurassic World,2015,"Action, Adventure, Sci-Fi",USA,7.0,150000000,1670401444
44487,I tre marmittoni,2012,"Comedy, Family",USA,5.1,30000000,54819301
44619,Motherless Brooklyn - I segreti di una città,2019,"Crime, Drama, Mystery",USA,6.8,26000000,18477736
45080,Rapunzel: L'intreccio della torre,2010,"Animation, Adventure, Comedy",USA,7.7,260000000,592461732
45218,John Carter,2012,"Action, Adventure, Sci-Fi",USA,6.6,250000000,284139100
46318,A cena con un cretino,2010,Comedy,USA,5.9,69000000,86855739
46673,Toy Story 3 - La grande fuga,2010,"Animation, Adventure, Comedy",USA,8.3,200000000,1066969703
47159,Il gatto con gli stivali,2011,"Animation, Adventure, Comedy",USA,6.6,130000000,554987477
47409,42 - La vera storia di una leggenda americana,2013,"Biography, Drama, Sport",USA,7.5,40000000,97470701
47505,The Equalizer - Il vendicatore,2014,"Action, Crime, Thriller",USA,7.2,55000000,192330738
47642,Captain America - Il primo Vendicatore,2011,"Action, Adventure, Sci-Fi",USA,6.9,140000000,370569774
47651,Sin City - Una donna per cui uccidere,2014,"Action, Crime, Thriller",USA,6.5,65000000,39407616
48032,Margaret,2011,Drama,USA,6.4,14000000,564864
48221,Tower Heist - Colpo ad alto livello,2011,"Action, Comedy, Crime",USA,6.2,75000000,152930623
48272,Professione assassino,2011,"Action, Thriller",USA,6.6,40000000,76130093
48303,Prince of Persia - Le sabbie del tempo,2010,"Action, Adventure, Fantasy",USA,6.6,200000000,336365676
48471,Unstoppable - Fuori controllo,2010,"Action, Thriller",USA,6.8,100000000,167805466
48483,"Molto forte, incredibilmente vicino",2011,"Adventure, Drama, Mystery",USA,6.9,40000000,55247881
48545,The Tree of Life,2011,"Drama, Fantasy",USA,6.8,32000000,58409247
48577,Ant-Man,2015,"Action, Adventure, Comedy",USA,7.3,130000000,519311965
48641,L'ultimo dei Templari,2011,"Action, Adventure, Fantasy",USA,5.4,40000000,91627228
48652,Atlas Shrugged: Part I,2011,"Drama, Mystery, Sci-Fi",USA,5.6,20000000,4627375
48672,Libera uscita,2011,"Comedy, Romance",USA,5.8,36000000,86157237
48704,I Croods,2013,"Animation, Action, Adventure",USA,7.2,135000000,587204668
48882,Red Tails,2012,"Action, Drama, History",USA,5.9,58000000,50365498
49100,Something Borrowed - L'amore non ha regole,2011,"Comedy, Drama, Romance",USA,5.9,35000000,65100369
49176,"CHIPS, (dis)ordine pubblico",2017,"Action, Comedy, Crime",USA,6.0,25000000,26800152
49198,Ramona and Beezus,2010,"Comedy, Drama, Family",USA,6.5,15000000,27293743
49360,The Ring 3,2017,"Drama, Horror, Mystery",USA,4.5,25000000,83080890
49474,Amore & altri rimedi,2010,"Comedy, Drama, Romance",USA,6.7,30000000,102820008
49523,Syrup,2013,"Comedy, Drama, Romance",USA,5.7,2500000,663
49528,Una bugia di troppo,2012,"Comedy, Drama",USA,5.9,40000000,24397992
49591,(S)ex list,2011,"Comedy, Romance",USA,6.1,20000000,30426096
49692,Drive,2011,"Crime, Drama",USA,7.8,15000000,76976666
49701,Kid Cannabis,2014,"Biography, Comedy, Crime",USA,6.4,5000000,5565
49718,Wolfman,2010,"Drama, Fantasy, Horror",USA,5.8,150000000,139789765
49759,Era mio figlio,2019,"Drama, War",USA,6.7,20000000,3364426
49790,Boxtrolls - Le scatole magiche,2014,"Animation, Adventure, Comedy",USA,6.8,60000000,108255770
49812,L'incredibile Burt Wonderstone,2013,Comedy,USA,5.9,30000000,27437881
49813,Dallas Buyers Club,2013,"Biography, Drama",USA,8.0,5000000,55736588
49826,Jack Reacher - La prova decisiva,2012,"Action, Thriller",USA,7.0,60000000,218340595
49827,R.I.P.D. - Poliziotti dall'aldilà,2013,"Action, Adventure, Comedy",USA,5.6,130000000,78324220
49891,Scary Movie 5,2013,"Comedy, Horror",USA,3.5,20000000,78378744
49969,Thor,2011,"Action, Adventure, Fantasy",USA,7.0,150000000,449326618
49997,Devil's Knot - Fino a prova contraria,2013,"Biography, Crime, Drama",USA,6.1,15000000,2033154
50000,5 giorni fuori,2010,"Comedy, Drama, Romance",USA,7.1,8000000,6491240
50162,Jack e Jill,2011,Comedy,USA,3.3,79000000,149673788
50258,Lei è troppo per me,2010,"Comedy, Romance",USA,6.4,20000000,49779728
50296,Il primo amore non si scorda mai,2010,"Comedy, Drama, Romance",USA,7.7,14000000,4225921
50299,Appuntamento con l'amore,2010,"Comedy, Romance",USA,5.7,52000000,216485654
50302,The Power of Few,2013,"Action, Crime, Drama",USA,5.2,4000000,45659
50309,Dreamkiller,2010,Thriller,USA,2.8,2500000,15514
50375,Priest,2011,"Action, Horror, Thriller",USA,5.7,60000000,78309505
50602,Hotel Transylvania,2012,"Animation, Comedy, Family",USA,7.1,85000000,358375603
50638,The Town,2010,"Crime, Drama, Thriller",USA,7.5,37000000,154026136
50773,The Avengers,2012,"Action, Adventure, Sci-Fi",USA,8.0,220000000,1518814206
50776,Epic - Il mondo segreto,2013,"Animation, Adventure, Family",USA,6.7,100000000,268426634
50877,Super Troopers 2,2018,"Comedy, Crime, Mystery",USA,6.0,13500000,31626386
50920,Mr. Peabody e Sherman,2014,"Animation, Adventure, Comedy",USA,6.8,145000000,275698039
51015,My Soul to Take - Il cacciatore di anime,2010,"Horror, Mystery, Thriller",USA,4.8,25000000,21500813
51023,Red State,2011,"Action, Crime, Horror",USA,6.2,4000000,1874460
51072,Please Give,2010,"Comedy, Drama",USA,6.6,3000000,4313829
51081,Mangia prega ama,2010,"Biography, Drama, Romance",USA,5.8,60000000,204594016
51141,Un testimone in affitto,2015,Comedy,USA,6.6,23000000,79799880
51199,Due cuori e una provetta,2010,"Comedy, Drama, Romance",USA,6.1,19000000,49843011
51239,Letters to Juliet,2010,"Adventure, Comedy, Drama",USA,6.5,30000000,79628830
51246,Dragon Trainer,2010,"Animation, Action, Adventure",USA,8.1,165000000,494878759
51248,Shrek e vissero felici e contenti,2010,"Animation, Adventure, Comedy",USA,6.3,165000000,752600867
51353,Love & Mercy,2014,"Biography, Drama, Music",USA,7.4,10000000,28641776
51448,Unthinkable,2010,"Crime, Drama, Thriller",USA,7.1,15000000,1669947
51623,Rabbit Hole,2010,Drama,USA,7.0,5000000,5144717
51640,L'ultimo dominatore dell'aria,2010,"Action, Adventure, Family",USA,4.0,150000000,319713881
51692,Salt,2010,"Action, Mystery, Thriller",USA,6.4,110000000,293503354
51715,Il cigno nero,2010,"Drama, Thriller",USA,8.0,13000000,329398046
51719,The Amazing Spider-Man,2012,"Action, Adventure, Sci-Fi",USA,6.9,230000000,757930663
51785,Reach Me - La strada per il successo,2014,"Comedy, Crime, Drama",USA,4.9,5000000,26013
51841,L'apprendista stregone,2010,"Action, Adventure, Family",USA,6.1,150000000,215283742
51848,The Fighter,2010,"Biography, Drama, Sport",USA,7.8,25000000,129190869
51863,The Conspirator,2010,"Crime, Drama, History",USA,6.9,25000000,15625544
51904,Vi presento i nostri,2010,"Comedy, Romance",USA,5.5,100000000,310650585
52008,Lottery Ticket,2010,Comedy,USA,5.0,17000000,24719879
52054,Multiple Sarcasms,2010,Drama,USA,4.9,2500000,29731
52071,Machete,2010,"Action, Crime, Thriller",USA,6.6,10500000,45491656
52106,Dear John,2010,"Drama, Romance, War",USA,6.3,25000000,114984666
52118,The Green Hornet,2011,"Action, Comedy, Crime",USA,5.8,120000000,227817248
52145,The Wolf of Wall Street,2013,"Biography, Crime, Drama",USA,8.2,100000000,392000694
52165,The Courier,2012,"Action, Crime, Drama",USA,4.5,15500000,58387
52205,The Experiment,2010,"Drama, Thriller",USA,6.4,21800000,716580
52232,Straw Dogs,2011,"Action, Drama, Thriller",USA,5.8,25000000,11168712
52259,Megamind,2010,"Animation, Action, Comedy",USA,7.2,130000000,321885765
52278,The Young Messiah,2016,"Drama, Fantasy",USA,5.6,18500000,7330338
52304,Countdown,2019,"Horror, Thriller",USA,5.4,6500000,48021766
52419,Innocenti bugie,2010,"Action, Adventure, Comedy",USA,6.3,117000000,261989769
52423,Dylan Dog - Il film,2010,"Action, Comedy, Crime",USA,5.1,20000000,5782515
52454,The Sisterhood of Night,2014,"Drama, Mystery, Thriller",USA,6.2,1000000,6870
52484,The Runaways,2010,"Biography, Drama, Music",USA,6.5,10000000,4681651
52498,All'ultimo voto,2015,"Comedy, Drama",USA,6.1,28000000,8527658
52624,The People I've Slept With,2012,Comedy,USA,4.8,3000000,19137
52640,The Pardon,2013,Crime,USA,5.5,5000000,8845
52666,Wall Street - Il denaro non dorme mai,2010,Drama,USA,6.2,70000000,134748021
52681,Un anno da ricordare,2010,"Biography, Drama, Family",USA,7.2,35000000,60321861
52786,Paradiso amaro,2011,"Comedy, Drama",USA,7.3,20000000,177243185
52860,Codice Genesi,2010,"Action, Adventure, Drama",USA,6.9,80000000,157107755
52881,Legion,2010,"Action, Fantasy, Horror",USA,5.2,26000000,67918658
52885,Il cacciatore di ex,2010,"Action, Comedy, Romance",USA,5.6,40000000,136333522
53012,Il lato positivo - Silver Linings Playbook,2012,"Comedy, Drama, Romance",USA,7.7,21000000,236412453
53051,Parental Guidance,2012,"Comedy, Family",USA,6.0,25000000,119772232
53132,K-12,2019,"Fantasy, Horror, Musical",USA,6.3,5000000,359377
53185,Tre all'improvviso,2010,"Comedy, Drama, Romance",USA,6.5,38000000,105734416
53255,Transit,2012,"Action, Crime, Thriller",USA,5.8,5000000,663432
53332,Boyhood,2014,Drama,USA,7.9,4000000,48137666
53369,Come l'acqua per gli elefanti,2011,"Drama, Romance",USA,6.9,38000000,117094902
53373,Adult World,2013,"Comedy, Drama",USA,6.1,4000000,37887
53379,Footloose,2011,"Comedy, Drama, Music",USA,5.9,24000000,63543328
53400,Midnight Son,2011,Horror,USA,5.9,3250000,973
53519,Jonah Hex,2010,"Action, Drama, Fantasy",USA,4.7,47000000,10903312
53581,Happiness Runs,2010,Drama,USA,5.0,1200000,7199
53634,The Belko Experiment: Chi sopravviverà?,2016,"Horror, Thriller",USA,6.1,5000000,11084630
53699,Insieme per forza,2014,"Comedy, Romance",USA,6.5,40000000,127994610
53848,BuzzKill,2012,Comedy,USA,4.5,1000000,5860
53956,Bereavement,2010,"Crime, Horror, Thriller",USA,5.1,3600000,43712
53958,Foxcatcher: Una storia americana,2014,"Biography, Drama, Sport",USA,7.0,24000000,19206513
53986,Inside the Rain,2019,"Comedy, Drama, Romance",USA,4.5,1000000,8140
53987,Killers,2010,"Action, Comedy, Romance",USA,5.5,75000000,98159963
54002,Tron: Legacy,2010,"Action, Adventure, Sci-Fi",USA,6.8,170000000,400062763
54033,Good Ol' Boy,2015,"Comedy, Drama, Family",USA,6.8,2000000,35312
54066,Cash Game - Paga o muori,2010,"Crime, Thriller",USA,6.0,7000000,46488
54070,Dirty Girl,2010,"Comedy, Drama",USA,6.4,4000000,143485
54222,Blue Valentine,2010,"Drama, Romance",USA,7.4,1000000,15440333
54233,Art of Submission,2012,"Action, Drama",USA,4.0,4500000,9004
54254,Le idi di marzo,2011,"Drama, Thriller",USA,7.1,12500000,76338111
54255,Free State of Jones,2016,"Action, Biography, Drama",USA,6.9,50000000,25035950
54290,Burlesque,2010,"Drama, Music, Musical",USA,6.4,55000000,89519773
54292,Il buongiorno del mattino,2010,"Comedy, Drama, Romance",USA,6.5,40000000,60040976
54319,Radio Free Albemuth,2010,"Drama, Sci-Fi",USA,5.6,3600000,9365
54323,Circle,2010,"Horror, Thriller",USA,3.3,2000000,10024
54348,Shutter Island,2010,"Mystery, Thriller",USA,8.2,80000000,294804195
54350,La vittoria di Luke - The 5th quarter,2010,"Biography, Drama, Sport",USA,5.6,6000000,408159
54417,Lanterna Verde,2011,"Action, Adventure, Sci-Fi",USA,5.5,200000000,219851172
54440,Takers,2010,"Action, Crime, Thriller",USA,6.2,32000000,80205382
54549,Frankenweenie,2012,"Animation, Comedy, Family",USA,6.9,39000000,81491068
54561,Holy Rollers,2010,"Biography, Crime, Drama",USA,5.9,1000000,744266
54687,Beastly,2011,"Drama, Fantasy, Romance",USA,5.6,17000000,43202283
54904,L'amore in valigia,2013,"Comedy, Romance",USA,5.1,8500000,22871096
54914,Demolition: Amare e vivere,2015,"Action, Comedy, Drama",USA,7.0,10000000,4366460
54934,The Company Men,2010,Drama,USA,6.7,15000000,8087000
55031,A spasso nel bosco,2015,"Adventure, Biography, Comedy",USA,6.3,8000000,37461274
55037,Nightmare,2010,"Crime, Drama, Horror",USA,5.2,35000000,115694863
55041,Shelter - Identità paranormali,2010,"Horror, Mystery, Thriller",USA,6.1,22000000,3205167
55063,10 Cloverfield Lane,2016,"Action, Drama, Horror",USA,7.2,15000000,110216998
55078,Bunraku,2010,"Action, Drama, Fantasy",USA,6.2,25000000,129706
55133,La fontana dell'amore,2010,"Comedy, Romance",USA,5.6,55000000,43053376
55195,The Lincoln Lawyer,2011,"Crime, Drama, Thriller",USA,7.3,40000000,86752352
55244,Rango,2011,"Animation, Adventure, Comedy",USA,7.2,135000000,245724603
55255,Step Up 3D,2010,"Drama, Music, Romance",USA,6.2,30000000,159291809
55300,Una tragica scelta,2010,"Drama, Thriller",USA,6.6,10000000,80112
55378,I Muppet,2011,"Adventure, Comedy, Family",USA,7.1,45000000,165184237
55385,Last Vegas,2013,"Comedy, Drama",USA,6.6,28000000,134409025
55386,Ouija,2014,"Horror, Mystery, Thriller",USA,4.5,5000000,103687316
55443,Blood Done Sign My Name,2010,Drama,USA,6.6,10000000,109383
55451,L'arte di vincere,2011,"Biography, Drama, Sport",USA,7.6,50000000,110206216
55460,The Lone Ranger,2013,"Action, Adventure, Comedy",USA,6.4,215000000,260502115
55465,Doctor Strange,2016,"Action, Adventure, Fantasy",USA,7.5,165000000,677718395
55467,Escape Plan - Fuga dall'inferno,2013,"Action, Thriller",USA,6.7,50000000,137328301
55478,Hereafter,2010,"Drama, Fantasy, Romance",USA,6.4,50000000,106956330
55479,Civiltà perduta,2016,"Biography, Drama, History",USA,6.6,30000000,19263938
55480,"Piacere, sono un po' incinta",2010,"Comedy, Romance",USA,5.4,35000000,77477008
55482,Lawless,2012,"Crime, Drama",USA,7.3,26000000,55404207
55516,Solo per vendetta,2011,"Action, Crime, Drama",USA,6.2,17000000,14089528
55527,Cars 2,2011,"Animation, Adventure, Comedy",USA,6.1,200000000,559852396
55546,World Invasion,2011,"Action, Sci-Fi",USA,5.7,70000000,211819354
55561,Limitless,2011,"Sci-Fi, Thriller",USA,7.4,27000000,161849455
55589,Henry's Crime,2010,"Comedy, Crime, Drama",USA,6.0,12000000,2169799
55613,Il signore dello zoo,2011,"Comedy, Family, Fantasy",USA,5.2,80000000,169852759
55650,In viaggio con una rock star,2010,"Comedy, Music",USA,6.4,40000000,91720255
55664,La grande Gilly Hopkins,2015,"Comedy, Drama, Family",USA,6.5,5000000,97798
55667,Beautiful Boy,2018,"Biography, Drama",USA,7.3,25000000,16636604
55683,Iron Man 2,2010,"Action, Adventure, Sci-Fi",USA,7.0,200000000,623933331
55701,Anchorman 2 - Fotti la notizia,2013,Comedy,USA,6.3,50000000,173649931
55714,Diverso come me,2017,"Biography, Drama",USA,6.6,15000000,6423605
55723,Not Fade Away,2012,Drama,USA,6.0,20000000,636399
55743,Parto col folle,2010,"Comedy, Drama",USA,6.5,65000000,211780824
55745,Un tuffo nel passato,2010,"Comedy, Sci-Fi",USA,6.4,36000000,64780213
55752,Indovina perché ti odio,2012,Comedy,USA,5.5,70000000,57719093
55766,21 Jump Street,2012,"Action, Comedy, Crime",USA,7.2,42000000,201585328
55818,Red Dawn - Alba rossa,2012,"Action, Drama",USA,5.4,65000000,50950296
55819,RoboCop,2014,"Action, Crime, Sci-Fi",USA,6.1,100000000,242688965
55838,Broken City,2013,"Action, Crime, Drama",USA,6.2,35000000,34737199
55912,Sua Maestà,2011,"Adventure, Comedy, Fantasy",USA,5.5,49900000,28013733
55926,I Spit on Your Grave,2010,"Horror, Thriller",USA,6.3,2000000,1278650
55966,Sotto il cielo delle Hawaii,2015,"Comedy, Drama, Romance",USA,5.4,37000000,26250020
55974,Misure straordinarie,2010,Drama,USA,6.4,31000000,15134293
55985,Facciamola finita,2013,Comedy,USA,6.6,32000000,126041322
56053,Salvation Boulevard,2011,"Comedy, Crime, Drama",USA,5.3,5500000,89182
56076,300 - L'alba di un impero,2014,"Action, Drama",USA,6.2,110000000,337580051
56119,Quella casa nel bosco,2011,Horror,USA,7.0,30000000,69935600
56120,Nella tana dei lupi,2018,"Action, Crime, Drama",USA,7.0,30000000,80509622
56165,Sex and the City 2,2010,"Comedy, Drama, Romance",USA,4.5,100000000,290745055
56172,Scream 4,2011,"Horror, Mystery",USA,6.1,40000000,97231420
56175,Pickin' & Grinnin',2010,Comedy,USA,6.4,1500000,4000
56214,The Roommate - Il terrore ti dorme accanto,2011,"Drama, Mystery, Thriller",USA,4.8,16000000,40492652
56250,"Harold & Kumar, un Natale da ricordare",2011,"Adventure, Comedy",USA,6.3,19000000,36192775
56299,Cani sciolti,2013,"Action, Comedy, Thriller",USA,6.7,61000000,131940411
56311,Operazione spy sitter,2010,"Action, Comedy, Family",USA,5.4,28000000,66166000
56352,Madagascar 3 - Ricercati in Europa,2012,"Animation, Adventure, Comedy",USA,6.8,145000000,746921274
56376,Notte folle a Manhattan,2010,"Comedy, Crime, Romance",USA,6.3,55000000,152263880
56390,Wedding Palace,2013,"Comedy, Romance",USA,5.8,1000000,27183
56401,Fort McCoy,2011,"Drama, History, War",USA,5.9,3000000,78948
56406,Easy Girl,2010,"Comedy, Drama, Romance",USA,7.0,8000000,75026216
56420,Burning Palms,2010,"Comedy, Thriller",USA,5.3,5000000,3271
56433,Bad Teacher - Una cattiva maestra,2011,"Comedy, Romance",USA,5.6,20000000,216197492
56443,The Social Network,2010,"Biography, Drama",USA,7.7,40000000,224920315
56509,La casa,2013,"Fantasy, Horror, Thriller",USA,6.5,17000000,97542952
56529,N-Secure,2010,"Crime, Drama, Thriller",USA,3.4,1600000,2595644
56552,Tartarughe Ninja,2014,"Action, Adventure, Comedy",USA,5.8,125000000,485004754
56558,Monica Velour - Il grande sogno,2010,"Comedy, Drama, Romance",USA,5.8,5000000,33042
56561,Dietro i candelabri,2013,"Biography, Drama, Music",USA,7.0,23000000,13352609
56563,Warrior,2011,"Action, Drama, Sport",USA,8.2,25000000,23308615
56567,Single ma non troppo,2016,"Comedy, Drama, Romance",USA,6.1,38000000,112343513
56594,The Last Song,2010,"Drama, Music, Romance",USA,6.0,20000000,89137047
56628,Waiting for Forever,2010,"Comedy, Drama, Romance",USA,6.0,5000000,25517
56654,Attenti a quelle due,2019,"Comedy, Crime",USA,5.4,21000000,95055451
56656,Vicini del terzo tipo,2012,"Comedy, Sci-Fi",USA,5.7,68000000,68267862
56671,Iron Man 3,2013,"Action, Adventure, Sci-Fi",USA,7.2,200000000,1214811252
56678,Every Day,2010,"Comedy, Drama, Romance",USA,5.7,3000000,46029
56680,The Irishman,2019,"Biography, Crime, Drama",USA,7.9,159000000,968853
56681,Kung Fu Panda 2,2011,"Animation, Action, Adventure",USA,7.2,150000000,665692281
56713,Matrimonio in famiglia,2010,"Comedy, Romance",USA,5.0,14000000,21409028
56715,Milo su Marte,2011,"Animation, Action, Adventure",USA,5.4,150000000,39233678
56741,50 e 50,2011,"Comedy, Drama, Romance",USA,7.6,8000000,41097853
56750,Cercasi amore per la fine del mondo,2012,"Adventure, Comedy, Drama",USA,6.7,10000000,11681781
56755,The Big Bang,2010,"Action, Mystery, Thriller",USA,5.4,17000000,159991
56852,Devil,2010,"Horror, Mystery, Thriller",USA,6.2,10000000,62695489
56913,I fantastici viaggi di Gulliver,2010,"Adventure, Comedy, Family",USA,4.9,112000000,237382724
56925,Il funerale è servito,2010,Comedy,USA,5.7,21000000,49050886
56926,Oldboy,2013,"Action, Drama, Mystery",USA,5.7,30000000,5186767
56931,Gangster Squad,2013,"Action, Crime, Drama",USA,6.7,60000000,105200903
56933,The Dry Land,2010,Drama,USA,5.6,1000000,11777
56935,I segreti di Osage County,2013,"Comedy, Drama",USA,7.2,25000000,74188937
56940,Amore a mille... miglia,2010,"Comedy, Romance",USA,6.3,32000000,42059111
56964,Cate McCall - Il confine della verità,2013,"Crime, Drama",USA,6.3,7000000,249601
56975,The Twilight Saga: Breaking Dawn - Parte 1,2011,"Adventure, Drama, Fantasy",USA,4.9,110000000,712205856
56976,The Twilight Saga: Eclipse,2010,"Adventure, Drama, Fantasy",USA,5.0,68000000,698491347
56996,Ho cercato il tuo nome,2012,"Drama, Mystery, Romance",USA,6.5,25000000,99357138
57001,The Butler - Un maggiordomo alla Casa Bianca,2013,"Biography, Drama",USA,7.2,30000000,177313795
57016,Preacher's Kid,2010,"Drama, Music, Romance",USA,5.1,7000000,515065
57079,Comic Movie,2013,Comedy,USA,4.3,6000000,32443111
57093,Arturo,2011,"Comedy, Romance",USA,5.7,40000000,48147945
57107,Slaughter Creek,2011,"Drama, Horror",USA,3.1,1000000,136815
57109,Rock of Ages,2012,"Comedy, Drama, Musical",USA,5.9,75000000,59418613
57110,Cyrus,2010,"Comedy, Drama, Romance",USA,6.3,7000000,9933873
57179,Come lo sai,2010,"Comedy, Drama, Romance",USA,5.4,120000000,48668907
57303,Resta anche domani,2014,"Drama, Fantasy, Music",USA,6.7,11000000,78274843
57375,Beasts of No Nation,2015,"Drama, War",USA,7.7,6000000,90777
57384,Main Street,2010,Drama,USA,4.7,10000000,26011
57393,Lowriders,2016,"Adventure, Crime, Drama",USA,5.6,5000000,6312033
57394,Lo spaventapassere,2011,Comedy,USA,5.7,25000000,34942188
57419,The Ward - Il reparto,2010,"Horror, Mystery, Thriller",USA,5.6,10000000,5343820
57433,This Is Where I Leave You,2014,"Comedy, Drama",USA,6.6,19800000,41296320
57477,Un weekend da bamboccioni,2010,Comedy,USA,5.9,80000000,271457301
57571,I guardiani del destino,2011,"Romance, Sci-Fi, Thriller",USA,7.0,50200000,127869379
57572,Poliziotti fuori - Due sbirri a piede libero,2010,"Action, Comedy, Crime",USA,5.6,30000000,55611001
57581,I poliziotti di riserva,2010,"Action, Comedy, Crime",USA,6.6,100000000,170458922
57584,Suicide Squad,2016,"Action, Adventure, Fantasy",USA,6.0,175000000,746846894
57611,Uomini di parola,2012,"Comedy, Crime, Thriller",USA,6.5,15000000,5072654
57615,La mia vita è uno zoo,2011,"Comedy, Drama, Family",USA,7.1,50000000,120081841
57616,Quando l'amore si spezza,2016,"Crime, Drama, Horror",USA,5.1,10000000,30658387
57627,The Final,2010,"Drama, Horror, Thriller",USA,5.4,1000000,28491
57640,Why Did I Get Married Too?,2010,"Comedy, Drama, Romance",USA,4.7,20000000,60673972
57648,Hunger Games,2012,"Action, Adventure, Sci-Fi",USA,7.2,78000000,694394724
57650,Sansone,2010,"Comedy, Family",USA,4.3,50000000,83761844
57651,Prisoners,2013,"Crime, Drama, Mystery",USA,8.1,46000000,122126687
57676,I pinguini di Mr. Popper,2011,"Comedy, Family, Fantasy",USA,6.0,55000000,187361754
57691,Viaggio nell'isola misteriosa,2012,"Action, Adventure, Comedy",USA,5.8,79000000,335260290
57696,Straight Outta Compton,2015,"Biography, Drama, History",USA,7.8,28000000,201634991
57702,Transformers 3,2011,"Action, Adventure, Sci-Fi",USA,6.2,195000000,1123794079
57709,Un gelido inverno,2010,"Drama, Mystery",USA,7.2,2000000,13796834
57743,Hesher è stato qui!,2010,"Comedy, Crime, Drama",USA,7.0,7000000,449702
57750,Il Grinta,2010,"Drama, Western",USA,7.6,38000000,252276927
57751,Remember Me,2010,"Drama, Romance",USA,7.1,16000000,56032889
57754,The Romantics,2010,"Comedy, Drama, Romance",USA,5.1,4500000,191019
