,title,year,genre,country,avg_vote,budget,worlwide_gross_income
70744,Logan - The Wolverine,2017,"Action, Drama, Sci-Fi",USA,8.1,97000000,619021436
70775,Annabelle,2014,"Horror, Mystery, Thriller",USA,5.4,6500000,257047661
70928,Tolkien,2019,"Biography, Drama, Romance",USA,6.8,20000000,9090040
70956,Max,2015,"Adventure, Drama, Family",USA,6.7,20000000,43967255
70993,X-Men: Apocalisse,2016,"Action, Adventure, Sci-Fi",USA,6.9,178000000,543934105
71003,Jukai - La foresta dei suicidi,2016,"Horror, Mystery, Thriller",USA,4.8,10000000,39712000
71004,The Taking,2014,"Horror, Mystery, Thriller",USA,6.0,1500000,407782
71078,Botte da prof.,2017,Comedy,USA,5.6,22000000,41087017
71110,The Divergent Series: Allegiant,2016,"Action, Adventure, Mystery",USA,5.7,110000000,179246868
71134,L'era glaciale - In rotta di collisione,2016,"Animation, Adventure, Comedy",USA,5.7,105000000,408579038
71177,Havenhurst,2016,"Horror, Mystery, Thriller",USA,4.8,3000000,289299
71226,Cake,2014,Drama,USA,6.4,7000000,2433850
71263,Il superpoliziotto del supermercato 2,2015,"Action, Comedy, Crime",USA,4.4,30000000,107588225
71264,La foresta dei sogni,2015,"Drama, Fantasy, Mystery",USA,6.1,25000000,906995
71302,The Lucky Man,2017,"Action, Drama, Sci-Fi",USA,5.6,1000000,25015
71309,The Hateful Eight,2015,"Crime, Drama, Mystery",USA,7.8,44000000,155762510
71317,L'amore criminale,2017,"Drama, Thriller",USA,5.1,12000000,17768012
71346,Cattivissimo me 3,2017,"Animation, Adventure, Comedy",USA,6.3,80000000,1034799409
71412,Vice,2015,"Action, Adventure, Sci-Fi",USA,4.2,10000000,1568954
71448,The Walk,2015,"Adventure, Biography, Drama",USA,7.3,35000000,61181942
71476,Captain America: Civil War,2016,"Action, Adventure, Sci-Fi",USA,7.8,250000000,1153332120
71494,Security,2017,"Action, Crime, Thriller",USA,5.7,15000000,776522
71498,Thor: Ragnarok,2017,"Action, Adventure, Comedy",USA,7.9,180000000,853979142
71506,Oggi è sempre Natale,2016,"Comedy, Family",USA,4.2,2000000,11972
71545,Close Range,2015,"Action, Crime, Thriller",USA,5.0,3000000,248978
71553,Richard Jewell,2019,"Biography, Crime, Drama",USA,7.5,45000000,43745542
71576,I combattenti,2015,Action,USA,4.6,1000000,53752
71581,The Disaster Artist,2017,"Biography, Comedy, Drama",USA,7.4,10000000,29820616
71583,Oceania,2016,"Animation, Adventure, Comedy",USA,7.6,150000000,643347400
71636,Sballati per le feste!,2015,"Comedy, Fantasy",USA,6.4,25000000,52395996
71650,Nerve,2016,"Adventure, Crime, Drama",USA,6.5,19000000,85251425
71720,Whiskey Tango Foxtrot,2016,"Biography, Comedy, Drama",USA,6.6,35000000,24972139
71762,Arise from Darkness,2016,Thriller,USA,7.6,1200000,6112
71780,The Visit,2015,"Horror, Mystery, Thriller",USA,6.2,5000000,98450062
71918,Cars 3,2017,"Animation, Adventure, Comedy",USA,6.7,175000000,383930656
71919,Gli Incredibili 2,2018,"Animation, Action, Adventure",USA,7.6,200000000,1242805359
71978,Città di carta,2015,"Comedy, Drama, Mystery",USA,6.3,12000000,85512300
71981,Dove eravamo rimasti,2015,"Comedy, Drama, Music",USA,5.9,18000000,41325328
72003,La bottega del barbiere 3,2016,"Comedy, Drama",USA,5.9,20000000,55030051
72100,Conspiracy - La Cospirazione,2016,"Crime, Drama, Mystery",USA,5.3,11000000,2049761
72246,Criminal Activities,2015,"Crime, Drama, Thriller",USA,5.8,7000000,171494
72248,The Runner,2015,Drama,USA,4.7,6000000,93296
72318,Vincent N Roxxy,2016,"Crime, Drama, Thriller",USA,5.5,2600000,23896
72354,The Hollars,2016,"Comedy, Drama, Romance",USA,6.5,3800000,1138609
72358,Irrational Man,2015,"Comedy, Drama, Romance",USA,6.6,11000000,27391084
72368,Underworld: Blood Wars,2016,"Action, Adventure, Fantasy",USA,5.8,35000000,81093313
72384,My All-American,2015,"Biography, Drama, Sport",USA,7.2,20000000,2246000
72424,Life on the Line,2015,"Action, Thriller",USA,5.2,12000000,39027
72431,La scomparsa di Eleanor Rigby - Loro,2014,"Drama, Romance",USA,6.3,3000000,1448076
72453,I corrotti - The Trust,2016,"Crime, Drama, Thriller",USA,5.4,9000000,321650
72473,Il destino di un soldato,2017,"Drama, War",USA,5.7,12000000,57946
72511,Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",USA,7.8,200000000,1056057720
72569,The Equalizer 2: Senza perdono,2018,"Action, Crime, Thriller",USA,6.7,62000000,190400157
72571,"Hello, My Name Is Doris",2015,"Comedy, Drama, Romance",USA,6.6,1000000,14659448
72608,Dead Awake,2016,"Horror, Thriller",USA,4.6,24000000,21675
72613,Solo: A Star Wars Story,2018,"Action, Adventure, Sci-Fi",USA,6.9,275000000,392924807
72679,The Nice Guys,2016,"Action, Comedy, Crime",USA,7.4,50000000,62788218
72800,Fire Squad - Incubo di fuoco,2017,"Action, Biography, Drama",USA,7.6,38000000,26351322
72817,Le armi del cuore,2015,Drama,USA,6.5,3000000,73256266
72853,Yoga Hosers - Guerriere per sbaglio,2016,"Action, Comedy, Fantasy",USA,4.3,5000000,36585
72893,Dope: Follia e riscatto,2015,"Comedy, Crime, Drama",USA,7.2,7000000,17986781
72896,Krampus: Natale non è sempre Natale,2015,"Comedy, Drama, Fantasy",USA,6.1,15000000,61548707
72907,The Tiger Hunter,2016,Comedy,USA,5.9,1250000,62398
72932,The Bronze: Sono la numero 1,2015,"Comedy, Drama, Sport",USA,6.1,3500000,615816
72946,The Perfect Guy,2015,"Crime, Drama, Horror",USA,5.6,12000000,60273173
72954,Lazer Team,2015,"Action, Comedy, Sci-Fi",USA,5.6,2480421,1406538
72955,Il cardellino,2019,Drama,USA,6.3,45000000,9932621
72985,Baby boss,2017,"Animation, Adventure, Comedy",USA,6.3,125000000,527965936
73010,Stronger - Io sono più forte,2017,"Biography, Drama",USA,6.9,30000000,8503658
73072,Guardiani della Galassia Vol. 2,2017,"Action, Adventure, Comedy",USA,7.6,200000000,863756051
73098,Vigilante Diaries,2016,"Action, Crime, Thriller",USA,5.5,1000000,176777
73170,Brian Banks,2018,"Biography, Drama, Sport",USA,7.2,10000000,4376819
73185,Lo spazio che ci unisce,2017,"Drama, Romance, Sci-Fi",USA,6.4,30000000,16080475
73251,American Dresser,2018,Adventure,USA,5.2,18000000,3895
73439,Nell'ombra di un delitto,2016,"Crime, Drama, Mystery",USA,4.3,6000000,269915
73485,Manchester by the Sea,2016,Drama,USA,7.8,9000000,78988148
73522,Maze Runner - La fuga,2015,"Action, Adventure, Sci-Fi",USA,6.3,61000000,312296056
73541,Paradise Beach: Dentro l'incubo,2016,"Drama, Horror, Thriller",USA,6.3,17000000,119100758
73547,Do You Believe?,2015,Drama,USA,6.1,2300000,14410698
73572,Go with Me - Sul sentiero della vendetta,2015,"Drama, Thriller",USA,5.3,8000000,426491
73582,Green Room,2015,"Horror, Music, Thriller",USA,7.0,5000000,3769214
73597,Miles,2016,"Comedy, Drama, Family",USA,5.7,2000000,2537
73615,Darkest Minds,2018,"Action, Adventure, Drama",USA,5.7,34000000,41142379
73717,Per sempre la mia ragazza,2018,"Drama, Music, Romance",USA,6.7,3500000,16376066
73792,After,2019,"Drama, Romance",USA,5.4,14000000,69733482
73829,Keanu,2016,"Action, Comedy, Crime",USA,6.2,15000000,20651333
73864,Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",USA,8.4,321000000,2048359754
73865,Avengers: Endgame,2019,"Action, Adventure, Drama",USA,8.4,356000000,2797800564
73879,3 Generations: Una famiglia quasi perfetta,2015,Drama,USA,5.9,5000000,680351
73968,Valley of Bones,2017,"Crime, Thriller, Western",USA,4.2,3000000,168738
73981,Woodlawn,2015,"Drama, Sport",USA,6.5,12000000,14401617
74029,Mr. Church,2016,"Comedy, Drama",USA,7.6,8000000,685780
74144,Beta Test,2016,"Action, Sci-Fi, Thriller",USA,5.7,1600000,10104
74173,Kicks,2016,"Adventure, Drama",USA,6.4,2000000,150191
74182,Miracoli dal cielo,2016,"Biography, Drama, Family",USA,7.1,13000000,73983003
74188,2307: Winter's Dream,2016,Sci-Fi,USA,3.8,1200000,5078
74410,The Bad Batch,2016,"Drama, Horror, Romance",USA,5.3,6000000,201890
74419,90 minuti in Paradiso,2015,Drama,USA,4.8,5000000,4842699
74426,Echo Effect,2015,"Action, Thriller",USA,3.5,5000000,49286
74428,Queen of Katwe,2016,"Biography, Drama, Sport",USA,7.4,15000000,10367161
74461,Ouija: L'origine del male,2016,"Drama, Horror, Mystery",USA,6.1,9000000,81705746
74468,In viaggio verso un sogno - The Peanut Butter Falcon,2019,"Comedy, Drama",USA,7.6,6200000,23620709
74489,Because of Grácia,2017,"Comedy, Drama, Romance",USA,6.3,1200000,90878
74531,Le donne della mia vita,2016,"Comedy, Drama",USA,7.3,7000000,7214806
74563,The Ballad of Lefty Brown,2017,"Action, Drama, Western",USA,6.3,8000000,7856
74581,In Dubious Battle - Il coraggio degli ultimi,2016,"Crime, Drama, History",USA,6.1,15000000,213982
74586,Un amore di collega,2015,"Comedy, Music, Romance",USA,5.4,18000000,7162
74722,Supercon,2018,"Action, Comedy",USA,3.6,5500000,3982
74751,Shaft,2019,"Action, Comedy, Crime",USA,6.4,35000000,21360215
74783,Arlo: The Burping Pig,2016,Family,USA,4.2,1000000,4539
74808,Cinquanta sfumature di rosso,2018,"Drama, Romance, Thriller",USA,4.5,55000000,371985018
74815,Gifted - Il dono del talento,2017,Drama,USA,7.6,7000000,43069254
74816,Casa Casinò,2017,"Comedy, Crime",USA,5.6,40000000,34184504
74864,Maze Runner - La rivelazione,2018,"Action, Adventure, Sci-Fi",USA,6.2,62000000,288175335
74868,The Meddler,2015,"Comedy, Drama, Romance",USA,6.3,3200000,5425148
74904,Café Society,2016,"Comedy, Drama, Romance",USA,6.6,30000000,43763247
74931,Morgan,2016,"Action, Horror, Sci-Fi",USA,5.8,8000000,8809407
74934,Frozen II - Il segreto di Arendelle,2019,"Animation, Adventure, Comedy",USA,6.9,150000000,1450026933
74982,Cocaine - La vera storia di White Boy Rick,2018,"Crime, Drama",USA,6.4,29000000,25957482
75021,Animali notturni,2016,"Drama, Thriller",USA,7.5,22500000,30311857
75049,Crown Vic,2019,"Action, Crime, Drama",USA,6.4,3600000,3868
75095,Il libro di Henry,2017,"Crime, Drama, Thriller",USA,6.6,10000000,4596705
75135,Gli eroi del Natale,2017,"Animation, Adventure, Comedy",USA,6.2,20000000,84315669
75158,Copia originale,2018,"Biography, Comedy, Crime",USA,7.1,10000000,12442161
75221,Cicogne in missione,2016,"Animation, Adventure, Comedy",USA,6.8,70000000,183388953
75249,Spider-Man: Un nuovo universo,2018,"Animation, Action, Adventure",USA,8.4,90000000,375540831
75312,Bad Moms: Mamme molto cattive,2016,Comedy,USA,6.2,20000000,183936074
75345,Brave New Jersey,2016,Comedy,USA,5.3,5000000,16544
75355,All Saints,2017,Drama,USA,6.1,2000000,5942565
75366,Cinquanta sbavature di nero,2016,Comedy,USA,3.5,5000000,22227514
75398,Woodshock,2017,"Drama, Thriller",USA,4.3,5000000,43682
75423,Collateral Beauty,2016,"Drama, Romance",USA,6.8,36000000,88528280
75444,Range 15,2016,"Action, Comedy, Horror",USA,5.0,1000000,621738
75475,It Comes at Night,2017,"Horror, Mystery",USA,6.2,5000000,19735344
75502,Believe,2016,Drama,USA,5.1,3500000,890303
75558,Cops and Robbers,2017,"Action, Thriller",USA,3.8,5500000,19224
75673,Pitch Perfect 3,2017,"Comedy, Music",USA,5.8,45000000,185400345
75717,Robo Sway,2016,"Action, Sci-Fi, Thriller",USA,4.2,22400000,10857
75728,LBJ,2016,"Biography, Drama, History",USA,6.5,26000000,2510151
75748,Lights Out - Terrore nel buio,2016,"Drama, Horror, Mystery",USA,6.3,4900000,148868835
75785,Crazy Night - Festa col morto,2017,"Comedy, Crime, Thriller",USA,5.2,20000000,47347283
75787,Il sole a mezzanotte - Midnight Sun,2018,"Drama, Romance",USA,6.6,2800000,27365467
75806,Migliori nemici,2019,"Biography, Drama, History",USA,7.1,10000000,10209813
75854,Mother's Day,2016,"Comedy, Drama, Romance",USA,5.7,25000000,48782670
75855,God's Not Dead 2 - Dio non è morto 2,2016,Drama,USA,4.4,5000000,24487848
75940,Good Time,2017,"Crime, Drama, Thriller",USA,7.4,4500000,3283369
75941,Il diritto di contare,2016,"Biography, Drama, History",USA,7.8,25000000,235956898
75952,Batman: The Killing Joke,2016,"Animation, Action, Crime",USA,6.4,3500000,4462034
75997,The Perfect Match,2016,"Comedy, Romance",USA,4.9,5000000,10414738
76019,Emoji - Accendi le emozioni,2017,"Animation, Adventure, Comedy",USA,3.3,50000000,217776646
76035,Jurassic World - Il regno distrutto,2018,"Action, Adventure, Sci-Fi",USA,6.2,170000000,1331958159
76095,The Resurrection of Gavin Stone,2016,"Comedy, Drama, Family",USA,6.2,2000000,2308355
76127,La Llorona - Le lacrime del male,2019,"Horror, Mystery, Thriller",USA,5.3,9000000,123133739
76133,Il diritto di opporsi,2019,"Biography, Crime, Drama",USA,7.6,25000000,50401502
76167,Lady Bird,2017,"Comedy, Drama",USA,7.4,10000000,79097104
76273,I'm Not Ashamed,2016,"Biography, Drama",USA,5.9,1500000,2082980
76356,Moonlight,2016,Drama,USA,7.4,4000000,65336603
76357,The Kid,2019,"Biography, Drama, Western",USA,5.9,8000000,1553483
76431,Noi siamo tutto,2017,"Drama, Romance",USA,6.4,10000000,61621140
76555,La fuga dell'assassino,2017,"Action, Drama, Mystery",USA,4.2,21000000,43368
76734,Ant-Man and the Wasp,2018,"Action, Adventure, Comedy",USA,7.1,162000000,622674139
76770,Madre!,2017,"Drama, Horror, Mystery",USA,6.6,30000000,44516999
76865,Annabelle 2: Creation,2017,"Horror, Mystery, Thriller",USA,6.5,15000000,306515884
76873,Justice,2017,"Drama, Western",USA,4.0,5000000,3259
76894,Female Fight Club,2016,"Action, Crime, Drama",USA,4.2,2000000,22253
76935,Ocean's 8,2018,"Action, Comedy, Crime",USA,6.2,70000000,297718711
76937,"Tuo, Simon",2018,"Comedy, Drama, Romance",USA,7.6,17000000,66316289
76988,Billionaire Boys Club,2018,"Biography, Drama, Thriller",USA,5.6,15000000,2713955
77081,Operation Finale,2018,"Biography, Drama, History",USA,6.6,24000000,17612099
77082,Kickboxer: Retaliation,2018,"Action, Drama",USA,5.0,13000000,101690
77330,Furlough,2018,"Comedy, Drama",USA,5.5,3000000,8472
77386,Auguri per la tua morte,2017,"Horror, Mystery, Thriller",USA,6.6,4800000,125479266
77422,Slamma Jamma,2017,"Drama, Sport",USA,6.1,1000000,1687000
77521,Sniper: Forze speciali,2016,"Action, Drama, War",USA,3.2,5000000,21701
77614,Detroit,2017,"Crime, Drama, History",USA,7.3,34000000,23355100
77741,The Big Sick - Il matrimonio si può evitare... l'amore no,2017,"Comedy, Drama, Romance",USA,7.5,5000000,56411585
77748,Deadpool 2,2018,"Action, Adventure, Comedy",USA,7.7,110000000,785794179
77803,Hostiles: Ostili,2017,"Drama, Western",USA,7.2,39000000,35669017
77862,Le ragazze di Wall Street,2019,"Comedy, Crime, Drama",USA,6.3,20000000,157563598
77920,Lazarat,2019,"Action, Crime, Thriller",USA,5.0,2000000,2548
77970,Attacco alla verità - Shock and Awe,2017,"Biography, Drama, History",USA,6.2,18000000,182415
78069,Il coraggio della verità - The Hate U Give,2018,"Crime, Drama",USA,7.4,23000000,34934009
78102,The Domestics,2018,"Action, Horror, Sci-Fi",USA,5.7,10600000,59766
78106,L'inganno,2017,"Drama, Thriller",USA,6.3,10500000,27869129
78175,Mid90s,2018,"Comedy, Drama",USA,7.4,1700000,9303022
78194,Life of the Party - Una mamma al college,2018,Comedy,USA,5.6,30000000,65859911
78276,Amiche di sangue,2017,"Comedy, Crime, Drama",USA,6.7,6000000,3187255
78277,Un sogno chiamato Florida,2017,Drama,USA,7.6,2000000,10971298
78288,The Hero,2017,"Drama, Romance, Western",USA,6.5,1200000,4101699
78298,Daddy's Home 2,2017,Comedy,USA,6.0,69000000,180613180
78343,Traffik,2018,"Action, Crime, Drama",USA,6.0,4000000,9515914
78344,Saving Flora,2018,"Adventure, Drama, Family",USA,5.7,2600000,147941
78394,Sorry to Bother You,2018,"Comedy, Fantasy, Sci-Fi",USA,6.9,3200000,18170707
78402,Slender Man,2018,"Horror, Mystery, Thriller",USA,3.2,10000000,51738549
78409,Under the Silver Lake,2018,"Crime, Drama, Mystery",USA,6.5,8500000,2053469
78424,Running for Grace,2018,"Family, Romance",USA,6.1,24000000,89988
78472,A-X-L - Un'amicizia extraordinaria,2018,"Action, Adventure, Family",USA,5.3,10000000,8467697
78506,40 sono i nuovi 20,2017,"Comedy, Drama, Romance",USA,5.8,12000000,37270721
78511,È solo l'inizio,2017,"Comedy, Crime",USA,4.5,22000000,7634022
78525,Diamanti grezzi,2019,"Crime, Drama, Thriller",USA,7.4,19000000,50023780
78541,L'esorcismo di Hannah Grace,2018,"Horror, Mystery, Thriller",USA,5.2,7700000,43016528
78678,The Institute,2017,Thriller,USA,4.1,3000000,31634
78727,Let There Be Light,2017,Drama,USA,4.7,3000000,7241302
78756,The Nun: La vocazione del male,2018,"Horror, Mystery, Thriller",USA,5.3,22000000,365551694
78759,Spie sotto copertura,2019,"Animation, Action, Adventure",USA,6.8,100000000,171616764
78800,La ruota delle meraviglie,2017,Drama,USA,6.2,25000000,15889124
78819,Last Rampage: The Escape of Gary Tison,2017,"Action, Crime, Drama",USA,5.7,18000000,12944
78869,Ralph spacca Internet,2018,"Animation, Adventure, Comedy",USA,7.1,175000000,529323962
78974,The Super,2017,"Horror, Mystery, Thriller",USA,5.9,2300000,19513
79217,Captive State,2019,"Action, Adventure, Drama",USA,6.0,25000000,8808611
79233,Batman: Return of the Caped Crusaders,2016,"Animation, Action, Adventure",USA,6.8,3500000,56711
79331,Diario di una schiappa: Portatemi a casa,2017,"Comedy, Family",USA,4.3,22000000,40140972
79406,C'era una volta Steve McQueen,2019,"Crime, Romance",USA,6.2,7000000,18566
79498,Acrimony,2018,"Drama, Romance, Thriller",USA,5.8,20000000,46403669
79545,I See You,2019,"Crime, Drama, Horror",USA,6.8,3000000,1098207
79643,E poi c'è Katherine,2019,"Comedy, Drama",USA,6.5,4000000,22386555
79659,The Case for Christ,2017,"Biography, Drama",USA,6.3,5000000,18175663
79718,La prima notte del giudizio,2018,"Action, Horror, Sci-Fi",USA,5.2,13000000,137056262
79764,John Wick 3 - Parabellum,2019,"Action, Crime, Thriller",USA,7.5,75000000,326709727
79794,Best F(r)iends: Volume 1,2017,"Comedy, Drama, Thriller",USA,5.4,1500000,290064
79876,Smallfoot: Il mio amico delle nevi,2018,"Animation, Adventure, Comedy",USA,6.6,80000000,214040103
79895,Attacco al potere 3 - Angel Has Fallen,2019,"Action, Thriller",USA,6.4,40000000,146661977
79925,Malicious,2018,"Horror, Thriller",USA,5.0,3500000,1204393
80022,Tyler Perry's Boo 2! A Madea Halloween,2017,"Comedy, Drama, Horror",USA,3.8,25000000,48333932
80091,Cinderella and the Secret Prince,2018,"Animation, Adventure, Family",USA,5.2,20000000,11896343
80115,Office Uprising,2018,"Action, Comedy, Horror",USA,6.0,2500000,165623
80151,Vice - L'uomo nell'ombra,2018,"Biography, Comedy, Drama",USA,7.2,60000000,76073488
80290,George Takei's Allegiance,2016,Musical,USA,8.6,1000000,902012
80305,Spider-Man: Far from Home,2019,"Action, Adventure, Sci-Fi",USA,7.5,160000000,1131927996
80359,Creed II,2018,"Drama, Sport",USA,7.1,50000000,214215889
80364,Disney's Newsies: The Broadway Musical,2017,Musical,USA,8.5,2000000,2827489
80521,Proud Mary,2018,"Action, Crime, Drama",USA,4.9,14000000,21753365
80526,Il sole è anche una stella,2019,"Drama, Music, Romance",USA,5.8,9000000,6750029
80567,Blaze,2018,"Biography, Drama, Music",USA,6.6,1200000,704955
80580,Una canzone per mio padre,2018,"Biography, Drama, Family",USA,7.3,7000000,86086881
80636,A un metro da te,2019,"Drama, Romance",USA,7.2,7000000,91522094
80715,Indivisible,2018,"Drama, War",USA,5.8,2700000,3589633
80742,Jay and Silent Bob Reboot,2019,Comedy,USA,5.7,10000000,4691248
80758,Never Heard,2018,"Drama, Family",USA,5.3,4000000,105271
80767,Haunt,2019,"Horror, Thriller",USA,6.3,5000000,2233978
80804,Batman and Harley Quinn,2017,"Animation, Action, Adventure",USA,5.9,3500000,6448
80839,Phoenix Forgotten,2017,"Horror, Mystery, Sci-Fi",USA,5.3,2800000,3697729
80940,7 sconosciuti a El Royale,2018,"Crime, Drama, Mystery",USA,7.1,32000000,31882724
80951,A Quiet Place - Un posto tranquillo,2018,"Drama, Horror, Sci-Fi",USA,7.5,17000000,340949169
81178,Obbligo o verità,2018,"Horror, Thriller",USA,5.2,3500000,95330493
81195,La scuola serale,2018,Comedy,USA,5.6,29000000,103105878
81227,Ore 15:17 - Attacco al treno,2018,"Biography, Drama, Thriller",USA,5.2,30000000,57076286
81233,Don't Let Go,2019,"Drama, Horror, Mystery",USA,6.2,5000000,5288011
81355,Book Club - Tutto può succedere,2018,"Comedy, Drama, Romance",USA,6.1,10000000,104438188
81641,Curse of the Nun,2019,"Horror, Mystery, Thriller",USA,2.8,18000000,19396
81676,Eighth Grade - Terza media,2018,"Comedy, Drama",USA,7.4,2000000,14347433
81751,A Madea Family Funeral,2019,Comedy,USA,4.4,20000000,74747725
81796,Atto di fede,2019,"Biography, Drama",USA,6.2,14000000,50444358
81882,Se la strada potesse parlare,2018,"Drama, Romance",USA,7.1,12000000,20596567
81917,Destroyer,2018,"Action, Crime, Drama",USA,6.2,9000000,5580940
81949,Unsane,2018,"Drama, Horror, Mystery",USA,6.4,1500000,14293601
82057,Blood Fest,2018,"Comedy, Horror",USA,5.3,1200000,122833
82140,Gangster Land,2017,"Action, Crime, Drama",USA,4.4,5000000,5124
82352,Uncle Drew,2018,"Comedy, Sport",USA,5.7,19000000,46664414
82371,Unbroken - La via della redenzione,2018,"Biography, Drama, History",USA,5.8,6000000,6216897
82382,Good Boys - Quei cattivi ragazzi,2019,"Adventure, Comedy",USA,6.7,20000000,111037232
82391,BlacKkKlansman,2018,"Biography, Crime, Drama",USA,7.5,15000000,93400823
82417,Dog Days,2018,"Comedy, Drama, Romance",USA,6.2,10000000,6842356
82436,El Chicano,2018,"Action, Crime, Drama",USA,5.3,8000000,1404646
82438,Ouija House,2018,"Horror, Thriller",USA,3.0,18000000,65208
82459,"Paolo, apostolo di Cristo",2018,"Adventure, Biography, Drama",USA,6.6,5000000,25915966
82466,La legge dei più forti,2019,"Action, Crime, Drama",USA,6.3,12000000,22741061
82475,Primal,2019,"Action, Thriller",USA,4.9,9000000,84630
82489,Instant Family,2018,"Comedy, Drama",USA,7.3,48000000,120556201
82531,Teen Titans Go! Il film,2018,"Animation, Action, Adventure",USA,6.8,10000000,52090236
82791,Ben Is Back,2018,Drama,USA,6.7,13000000,10134204
82954,What Men Want,2019,"Comedy, Fantasy, Romance",USA,5.2,20000000,72216294
83043,Superfly,2018,"Action, Crime, Thriller",USA,5.1,16000000,20780685
83113,Stuber - Autista d'assalto,2019,"Action, Comedy, Crime",USA,6.2,16000000,32390945
83155,L'angelo del male - Brightburn,2019,"Drama, Horror, Mystery",USA,6.1,6000000,32893421
83221,Hereditary: Le radici del male,2018,"Drama, Horror, Mystery",USA,7.3,10000000,80239658
83528,Jumanji - The Next Level,2019,"Action, Adventure, Comedy",USA,6.7,125000000,796575993
83733,La piccola boss,2019,"Comedy, Fantasy, Romance",USA,5.4,20000000,48987096
83755,Inganni online,2018,"Comedy, Drama, Romance",USA,4.8,19000000,33705333
83814,3 from Hell,2019,Horror,USA,5.5,3000000,2295825
83892,Correre per ricominciare,2019,"Drama, Family, Sport",USA,6.6,5000000,38026103
84118,Annabelle 3,2019,"Horror, Mystery, Thriller",USA,5.9,30000000,231252591
84912,Cena con delitto - Knives Out,2019,"Comedy, Crime, Drama",USA,7.9,40000000,309232797
85028,Unplanned,2019,"Biography, Drama",USA,5.8,6000000,21171090
85176,Non si scherza col fuoco,2019,"Comedy, Family",USA,5.0,29900000,68631669
